host,cpu_usage,memory_usage,latency,timestamp
hydra-node-04,76.1,38.0,188.2,2025-10-31T06:45:00Z
hydra-node-04,47.9,56.4,130.3,2025-10-31T06:50:00Z
hydra-node-04,54.7,61.4,151.5,2025-10-31T06:55:00Z
hydra-node-04,76.3,59.5,196.4,2025-10-31T07:00:00Z
hydra-node-04,75.1,62.8,186.7,2025-10-31T07:05:00Z
hydra-node-04,75.5,45.8,193.7,2025-10-31T07:10:00Z
hydra-node-04,61.5,41.8,156.2,2025-10-31T07:15:00Z
hydra-node-04,68.8,48.1,184.2,2025-10-31T07:20:00Z
hydra-node-04,43.2,56.9,121.2,2025-10-31T07:25:00Z
hydra-node-04,62.6,59.3,172.7,2025-10-31T07:30:00Z
hydra-node-04,62.5,35.2,157.5,2025-10-31T07:35:00Z
hydra-node-04,65.0,45.3,169.3,2025-10-31T07:40:00Z
hydra-node-04,69.9,38.6,175.4,2025-10-31T07:45:00Z
hydra-node-04,70.7,36.7,181.9,2025-10-31T07:50:00Z
hydra-node-04,79.9,52.7,191.9,2025-10-31T07:55:00Z
hydra-node-04,47.2,56.9,144.1,2025-10-31T08:00:00Z
hydra-node-04,63.9,55.7,177.3,2025-10-31T08:05:00Z
hydra-node-04,65.0,41.2,160.5,2025-10-31T08:10:00Z
hydra-node-04,47.7,40.0,133.5,2025-10-31T08:15:00Z
hydra-node-04,68.1,54.8,168.8,2025-10-31T08:20:00Z
hydra-node-04,73.4,43.6,190.9,2025-10-31T08:25:00Z
hydra-node-04,60.3,53.9,162.8,2025-10-31T08:30:00Z
hydra-node-04,47.1,58.0,125.0,2025-10-31T08:35:00Z
hydra-node-04,44.5,52.8,129.2,2025-10-31T08:40:00Z
hydra-node-04,61.4,40.4,158.8,2025-10-31T08:45:00Z
hydra-node-04,51.1,47.0,148.1,2025-10-31T08:50:00Z
hydra-node-04,70.6,60.2,182.9,2025-10-31T08:55:00Z
hydra-node-04,80.4,55.5,199.1,2025-10-31T09:00:00Z
hydra-node-04,46.3,62.0,137.8,2025-10-31T09:05:00Z
hydra-node-04,75.6,54.8,198.4,2025-10-31T09:10:00Z
hydra-node-04,74.0,40.0,182.5,2025-10-31T09:15:00Z
hydra-node-04,54.0,64.8,142.4,2025-10-31T09:20:00Z
hydra-node-04,64.3,56.1,159.7,2025-10-31T09:25:00Z
hydra-node-04,70.0,38.8,173.6,2025-10-31T09:30:00Z
hydra-node-04,64.7,41.7,161.7,2025-10-31T09:35:00Z
hydra-node-04,53.1,42.3,154.4,2025-10-31T09:40:00Z
hydra-node-04,69.0,38.5,171.5,2025-10-31T09:45:00Z
hydra-node-04,65.9,36.0,171.6,2025-10-31T09:50:00Z
hydra-node-04,45.8,62.4,136.9,2025-10-31T09:55:00Z
hydra-node-04,60.2,64.9,159.2,2025-10-31T10:00:00Z
hydra-node-04,71.1,37.6,191.2,2025-10-31T10:05:00Z
hydra-node-04,56.9,55.2,149.8,2025-10-31T10:10:00Z
hydra-node-04,70.7,47.7,184.4,2025-10-31T10:15:00Z
hydra-node-04,68.5,36.5,182.0,2025-10-31T10:20:00Z
hydra-node-04,65.2,44.7,170.9,2025-10-31T10:25:00Z
hydra-node-04,55.9,38.3,152.0,2025-10-31T10:30:00Z
hydra-node-04,71.4,37.5,188.2,2025-10-31T10:35:00Z
hydra-node-04,60.2,61.8,160.3,2025-10-31T10:40:00Z
hydra-node-04,82.3,53.1,211.2,2025-10-31T10:45:00Z
hydra-node-04,66.7,60.2,173.9,2025-10-31T10:50:00Z
hydra-node-04,54.7,64.7,152.5,2025-10-31T10:55:00Z
hydra-node-04,69.3,51.2,174.9,2025-10-31T11:00:00Z
hydra-node-04,54.3,50.7,154.5,2025-10-31T11:05:00Z
hydra-node-04,63.3,41.5,171.6,2025-10-31T11:10:00Z
hydra-node-04,70.8,45.5,187.8,2025-10-31T11:15:00Z
hydra-node-04,70.9,52.5,179.6,2025-10-31T11:20:00Z
hydra-node-04,58.4,56.7,158.5,2025-10-31T11:25:00Z
hydra-node-04,63.7,46.8,166.8,2025-10-31T11:30:00Z
hydra-node-04,64.5,51.4,162.6,2025-10-31T11:35:00Z
hydra-node-04,76.1,38.3,191.0,2025-10-31T11:40:00Z
hydra-node-04,64.1,54.9,166.9,2025-10-31T11:45:00Z
hydra-node-04,73.6,38.5,180.5,2025-10-31T11:50:00Z
hydra-node-04,62.0,61.3,159.0,2025-10-31T11:55:00Z
hydra-node-04,48.8,64.9,138.7,2025-10-31T12:00:00Z
hydra-node-04,55.3,39.8,140.8,2025-10-31T12:05:00Z
hydra-node-04,64.8,39.1,161.9,2025-10-31T12:10:00Z
hydra-node-04,78.9,42.0,207.0,2025-10-31T12:15:00Z
hydra-node-04,72.4,37.3,187.4,2025-10-31T12:20:00Z
hydra-node-04,45.5,60.6,127.2,2025-10-31T12:25:00Z
hydra-node-04,50.2,55.9,131.8,2025-10-31T12:30:00Z
hydra-node-04,65.4,38.8,165.2,2025-10-31T12:35:00Z
hydra-node-04,66.6,42.3,175.7,2025-10-31T12:40:00Z
hydra-node-04,61.7,40.8,155.7,2025-10-31T12:45:00Z
hydra-node-04,65.7,58.4,163.5,2025-10-31T12:50:00Z
hydra-node-04,64.1,44.4,173.0,2025-10-31T12:55:00Z
hydra-node-04,64.6,44.3,174.8,2025-10-31T13:00:00Z
hydra-node-04,74.1,39.6,186.6,2025-10-31T13:05:00Z
hydra-node-04,63.2,38.5,161.2,2025-10-31T13:10:00Z
hydra-node-04,60.8,43.1,153.2,2025-10-31T13:15:00Z
hydra-node-04,59.5,53.2,149.9,2025-10-31T13:20:00Z
hydra-node-04,56.8,63.9,163.3,2025-10-31T13:25:00Z
hydra-node-04,66.3,54.8,171.6,2025-10-31T13:30:00Z
hydra-node-04,63.3,51.2,172.2,2025-10-31T13:35:00Z
hydra-node-04,63.3,61.5,172.2,2025-10-31T13:40:00Z
hydra-node-04,69.7,51.4,188.8,2025-10-31T13:45:00Z
hydra-node-04,62.5,46.1,170.9,2025-10-31T13:50:00Z
hydra-node-04,64.1,53.9,161.1,2025-10-31T13:55:00Z
hydra-node-04,68.5,51.0,169.6,2025-10-31T14:00:00Z
hydra-node-04,62.4,49.3,159.9,2025-10-31T14:05:00Z
hydra-node-04,59.7,49.9,156.5,2025-10-31T14:10:00Z
hydra-node-04,48.7,64.1,132.5,2025-10-31T14:15:00Z
hydra-node-04,54.6,58.1,140.1,2025-10-31T14:20:00Z
hydra-node-04,47.2,53.2,129.8,2025-10-31T14:25:00Z
hydra-node-04,72.6,53.4,186.2,2025-10-31T14:30:00Z
hydra-node-04,45.6,44.8,122.7,2025-10-31T14:35:00Z
hydra-node-04,54.7,61.5,158.4,2025-10-31T14:40:00Z
hydra-node-04,64.9,59.1,168.0,2025-10-31T14:45:00Z
hydra-node-04,59.6,62.7,160.0,2025-10-31T14:50:00Z
hydra-node-04,50.4,59.5,136.3,2025-10-31T14:55:00Z
hydra-node-04,64.1,39.3,169.5,2025-10-31T15:00:00Z
hydra-node-04,58.1,38.3,149.4,2025-10-31T15:05:00Z
hydra-node-04,55.1,55.8,148.8,2025-10-31T15:10:00Z
hydra-node-04,58.6,55.2,155.5,2025-10-31T15:15:00Z
hydra-node-04,63.9,50.7,160.3,2025-10-31T15:20:00Z
hydra-node-04,55.4,57.6,142.8,2025-10-31T15:25:00Z
hydra-node-04,48.3,59.5,132.7,2025-10-31T15:30:00Z
hydra-node-04,55.7,44.9,153.9,2025-10-31T15:35:00Z
hydra-node-04,62.7,56.7,162.0,2025-10-31T15:40:00Z
hydra-node-04,59.1,44.1,152.3,2025-10-31T15:45:00Z
hydra-node-04,67.3,62.8,179.0,2025-10-31T15:50:00Z
hydra-node-04,61.4,41.4,167.8,2025-10-31T15:55:00Z
hydra-node-04,61.9,43.6,159.2,2025-10-31T16:00:00Z
hydra-node-04,49.7,52.2,131.0,2025-10-31T16:05:00Z
hydra-node-04,74.1,51.5,180.0,2025-10-31T16:10:00Z
hydra-node-04,78.3,53.6,192.8,2025-10-31T16:15:00Z
hydra-node-04,52.6,62.4,138.3,2025-10-31T16:20:00Z
hydra-node-04,49.4,36.8,130.4,2025-10-31T16:25:00Z
hydra-node-04,68.6,47.6,167.4,2025-10-31T16:30:00Z
hydra-node-04,55.8,54.7,158.3,2025-10-31T16:35:00Z
hydra-node-04,65.4,41.9,178.6,2025-10-31T16:40:00Z
hydra-node-04,53.6,39.7,140.2,2025-10-31T16:45:00Z
hydra-node-04,57.1,50.9,145.2,2025-10-31T16:50:00Z
hydra-node-04,46.0,59.5,129.5,2025-10-31T16:55:00Z
hydra-node-04,47.9,39.7,132.7,2025-10-31T17:00:00Z
hydra-node-04,68.3,62.1,170.3,2025-10-31T17:05:00Z
hydra-node-04,65.0,45.4,160.6,2025-10-31T17:10:00Z
hydra-node-04,79.3,49.8,206.1,2025-10-31T17:15:00Z
hydra-node-04,63.5,56.7,174.8,2025-10-31T17:20:00Z
hydra-node-04,60.4,63.5,168.4,2025-10-31T17:25:00Z
hydra-node-04,54.9,40.1,142.4,2025-10-31T17:30:00Z
hydra-node-04,63.6,38.0,169.8,2025-10-31T17:35:00Z
hydra-node-04,54.4,42.0,154.4,2025-10-31T17:40:00Z
hydra-node-04,49.6,52.6,143.0,2025-10-31T17:45:00Z
hydra-node-04,66.4,64.0,179.5,2025-10-31T17:50:00Z
hydra-node-04,70.7,48.9,188.0,2025-10-31T17:55:00Z
hydra-node-04,54.7,36.2,141.9,2025-10-31T18:00:00Z
hydra-node-04,62.8,55.9,160.6,2025-10-31T18:05:00Z
hydra-node-04,46.5,60.2,128.5,2025-10-31T18:10:00Z
hydra-node-04,75.2,43.2,198.1,2025-10-31T18:15:00Z
hydra-node-04,48.1,52.3,137.3,2025-10-31T18:20:00Z
hydra-node-04,58.8,53.8,152.2,2025-10-31T18:25:00Z
hydra-node-04,67.0,51.9,179.6,2025-10-31T18:30:00Z
hydra-node-04,74.6,41.8,187.7,2025-10-31T18:35:00Z
hydra-node-04,73.1,36.8,195.6,2025-10-31T18:40:00Z
hydra-node-04,70.7,49.6,177.1,2025-10-31T18:45:00Z
hydra-node-04,57.9,52.4,164.2,2025-10-31T18:50:00Z
hydra-node-04,68.9,44.9,169.4,2025-10-31T18:55:00Z
hydra-node-04,62.3,39.5,173.1,2025-10-31T19:00:00Z
hydra-node-04,61.1,37.6,154.1,2025-10-31T19:05:00Z
hydra-node-04,48.0,49.6,145.9,2025-10-31T19:10:00Z
hydra-node-04,71.2,51.5,187.2,2025-10-31T19:15:00Z
hydra-node-04,76.8,48.6,193.8,2025-10-31T19:20:00Z
hydra-node-04,50.0,41.8,147.7,2025-10-31T19:25:00Z
hydra-node-04,71.5,56.6,178.1,2025-10-31T19:30:00Z
hydra-node-04,68.3,46.8,174.2,2025-10-31T19:35:00Z
hydra-node-04,55.9,51.7,143.3,2025-10-31T19:40:00Z
hydra-node-04,60.1,57.3,160.8,2025-10-31T19:45:00Z
hydra-node-04,62.3,42.4,173.5,2025-10-31T19:50:00Z
hydra-node-04,56.1,59.6,156.4,2025-10-31T19:55:00Z
hydra-node-04,77.6,48.2,192.9,2025-10-31T20:00:00Z
hydra-node-04,57.5,39.0,154.6,2025-10-31T20:05:00Z
hydra-node-04,58.0,58.9,158.5,2025-10-31T20:10:00Z
hydra-node-04,51.5,59.5,134.6,2025-10-31T20:15:00Z
hydra-node-04,69.7,50.7,172.2,2025-10-31T20:20:00Z
hydra-node-04,68.2,39.6,173.2,2025-10-31T20:25:00Z
hydra-node-04,70.5,37.7,186.6,2025-10-31T20:30:00Z
hydra-node-04,59.2,38.0,158.4,2025-10-31T20:35:00Z
hydra-node-04,70.1,41.2,171.3,2025-10-31T20:40:00Z
hydra-node-04,52.9,45.5,148.3,2025-10-31T20:45:00Z
hydra-node-04,57.4,58.3,146.3,2025-10-31T20:50:00Z
hydra-node-04,48.5,54.7,127.4,2025-10-31T20:55:00Z
hydra-node-04,65.2,61.7,172.4,2025-10-31T21:00:00Z
hydra-node-04,59.0,62.1,152.2,2025-10-31T21:05:00Z
hydra-node-04,59.9,37.3,152.6,2025-10-31T21:10:00Z
hydra-node-04,68.2,61.5,173.1,2025-10-31T21:15:00Z
hydra-node-04,66.4,55.2,181.7,2025-10-31T21:20:00Z
hydra-node-04,67.1,48.3,167.1,2025-10-31T21:25:00Z
hydra-node-04,60.3,44.4,155.6,2025-10-31T21:30:00Z
hydra-node-04,61.2,50.9,156.4,2025-10-31T21:35:00Z
hydra-node-04,68.4,40.5,183.8,2025-10-31T21:40:00Z
hydra-node-04,75.9,48.8,184.3,2025-10-31T21:45:00Z
hydra-node-04,50.7,53.5,149.2,2025-10-31T21:50:00Z
hydra-node-04,63.9,43.6,173.5,2025-10-31T21:55:00Z
hydra-node-04,50.8,45.7,143.4,2025-10-31T22:00:00Z
hydra-node-04,64.9,38.6,172.7,2025-10-31T22:05:00Z
hydra-node-04,65.9,58.2,178.1,2025-10-31T22:10:00Z
hydra-node-04,74.4,35.1,186.4,2025-10-31T22:15:00Z
hydra-node-04,72.3,57.7,182.2,2025-10-31T22:20:00Z
hydra-node-04,60.3,39.2,170.0,2025-10-31T22:25:00Z
hydra-node-04,58.7,41.4,152.9,2025-10-31T22:30:00Z
hydra-node-04,77.7,37.3,196.9,2025-10-31T22:35:00Z
hydra-node-04,67.7,38.5,173.8,2025-10-31T22:40:00Z
hydra-node-04,65.2,52.3,171.7,2025-10-31T22:45:00Z
hydra-node-04,52.0,58.0,138.2,2025-10-31T22:50:00Z
hydra-node-04,53.5,44.7,151.6,2025-10-31T22:55:00Z
hydra-node-04,50.7,39.7,145.9,2025-10-31T23:00:00Z
hydra-node-04,70.8,38.6,180.4,2025-10-31T23:05:00Z
hydra-node-04,76.0,40.2,188.2,2025-10-31T23:10:00Z
hydra-node-04,57.8,52.2,162.7,2025-10-31T23:15:00Z
hydra-node-04,58.6,40.2,166.1,2025-10-31T23:20:00Z
hydra-node-04,61.4,43.1,166.8,2025-10-31T23:25:00Z
hydra-node-04,62.6,62.3,162.5,2025-10-31T23:30:00Z
hydra-node-04,51.0,39.0,151.7,2025-10-31T23:35:00Z
hydra-node-04,55.6,54.8,160.0,2025-10-31T23:40:00Z
hydra-node-04,44.5,43.4,129.7,2025-10-31T23:45:00Z
hydra-node-04,51.2,47.6,139.7,2025-10-31T23:50:00Z
hydra-node-04,54.5,48.2,158.5,2025-10-31T23:55:00Z
hydra-node-05,54.9,38.5,149.6,2025-10-31T00:00:00Z
hydra-node-05,67.5,41.3,173.9,2025-10-31T00:05:00Z
hydra-node-05,68.8,53.0,167.8,2025-10-31T00:10:00Z
hydra-node-05,59.4,61.4,168.5,2025-10-31T00:15:00Z
hydra-node-05,46.4,58.4,128.2,2025-10-31T00:20:00Z
hydra-node-05,55.2,63.2,148.3,2025-10-31T00:25:00Z
hydra-node-05,64.7,40.7,171.2,2025-10-31T00:30:00Z
hydra-node-05,59.8,38.2,153.8,2025-10-31T00:35:00Z
hydra-node-05,55.4,58.5,155.6,2025-10-31T00:40:00Z
hydra-node-05,56.7,50.8,158.4,2025-10-31T00:45:00Z
hydra-node-05,65.6,53.0,175.7,2025-10-31T00:50:00Z
hydra-node-05,69.4,44.5,177.5,2025-10-31T00:55:00Z
hydra-node-05,58.9,41.7,155.8,2025-10-31T01:00:00Z
hydra-node-05,62.0,43.5,174.0,2025-10-31T01:05:00Z
hydra-node-05,78.1,61.6,187.6,2025-10-31T01:10:00Z
hydra-node-05,64.1,63.3,173.8,2025-10-31T01:15:00Z
hydra-node-05,55.4,58.6,144.8,2025-10-31T01:20:00Z
hydra-node-05,55.7,64.7,143.4,2025-10-31T01:25:00Z
hydra-node-05,58.3,60.3,152.7,2025-10-31T01:30:00Z
hydra-node-05,65.7,45.9,167.0,2025-10-31T01:35:00Z
hydra-node-05,46.3,47.1,135.4,2025-10-31T01:40:00Z
hydra-node-05,66.4,60.9,167.9,2025-10-31T01:45:00Z
hydra-node-05,51.1,50.9,138.3,2025-10-31T01:50:00Z
hydra-node-05,60.6,51.0,159.7,2025-10-31T01:55:00Z
hydra-node-05,65.1,43.0,176.9,2025-10-31T02:00:00Z
hydra-node-05,77.6,57.4,188.7,2025-10-31T02:05:00Z
hydra-node-05,74.8,59.8,190.6,2025-10-31T02:10:00Z
hydra-node-05,64.1,57.4,165.6,2025-10-31T02:15:00Z
hydra-node-05,48.9,48.0,132.5,2025-10-31T02:20:00Z
hydra-node-05,67.2,46.7,164.5,2025-10-31T02:25:00Z
hydra-node-05,57.9,53.3,165.5,2025-10-31T02:30:00Z
hydra-node-05,69.1,64.3,175.4,2025-10-31T02:35:00Z
hydra-node-05,61.9,37.5,166.3,2025-10-31T02:40:00Z
hydra-node-05,60.8,39.2,160.3,2025-10-31T02:45:00Z
hydra-node-05,76.3,42.3,192.9,2025-10-31T02:50:00Z
hydra-node-05,72.7,47.7,181.4,2025-10-31T02:55:00Z
hydra-node-05,64.2,59.0,167.9,2025-10-31T03:00:00Z
hydra-node-05,59.8,50.2,166.1,2025-10-31T03:05:00Z
hydra-node-05,47.9,64.4,129.0,2025-10-31T03:10:00Z
hydra-node-05,51.0,53.3,133.1,2025-10-31T03:15:00Z
hydra-node-05,56.5,48.3,143.7,2025-10-31T03:20:00Z
hydra-node-05,60.3,43.9,167.9,2025-10-31T03:25:00Z
hydra-node-05,51.4,48.3,138.7,2025-10-31T03:30:00Z
hydra-node-05,64.9,64.3,175.7,2025-10-31T03:35:00Z
hydra-node-05,49.3,64.9,138.4,2025-10-31T03:40:00Z
hydra-node-05,48.8,44.4,144.1,2025-10-31T03:45:00Z
hydra-node-05,58.1,53.9,159.4,2025-10-31T03:50:00Z
hydra-node-05,69.4,40.9,188.5,2025-10-31T03:55:00Z
hydra-node-05,73.2,56.8,189.5,2025-10-31T04:00:00Z
hydra-node-05,67.5,46.4,184.9,2025-10-31T04:05:00Z
hydra-node-05,60.3,58.3,159.6,2025-10-31T04:10:00Z
hydra-node-05,54.5,63.6,152.4,2025-10-31T04:15:00Z
hydra-node-05,55.3,44.9,157.8,2025-10-31T04:20:00Z
hydra-node-05,57.3,57.3,146.6,2025-10-31T04:25:00Z
hydra-node-05,52.7,56.7,153.1,2025-10-31T04:30:00Z
hydra-node-05,80.6,61.4,199.3,2025-10-31T04:35:00Z
hydra-node-05,54.3,48.7,155.0,2025-10-31T04:40:00Z
hydra-node-05,72.7,49.8,185.9,2025-10-31T04:45:00Z
hydra-node-05,67.8,58.3,175.8,2025-10-31T04:50:00Z
hydra-node-05,61.6,61.7,154.9,2025-10-31T04:55:00Z
hydra-node-05,61.5,40.6,157.0,2025-10-31T05:00:00Z
hydra-node-05,61.9,56.0,162.9,2025-10-31T05:05:00Z
hydra-node-05,59.8,62.5,159.3,2025-10-31T05:10:00Z
hydra-node-05,63.2,43.1,173.7,2025-10-31T05:15:00Z
hydra-node-05,60.4,35.4,166.0,2025-10-31T05:20:00Z
hydra-node-05,48.6,46.5,140.1,2025-10-31T05:25:00Z
hydra-node-05,43.8,59.9,127.4,2025-10-31T05:30:00Z
hydra-node-05,63.2,41.7,171.1,2025-10-31T05:35:00Z
hydra-node-05,76.0,61.8,185.7,2025-10-31T05:40:00Z
hydra-node-05,52.6,59.6,135.4,2025-10-31T05:45:00Z
hydra-node-05,67.9,63.5,173.6,2025-10-31T05:50:00Z
hydra-node-05,54.4,64.0,140.6,2025-10-31T05:55:00Z
hydra-node-05,67.3,46.2,177.7,2025-10-31T06:00:00Z
hydra-node-05,69.2,50.2,173.2,2025-10-31T06:05:00Z
hydra-node-05,61.4,56.6,172.6,2025-10-31T06:10:00Z
hydra-node-05,51.8,47.2,146.6,2025-10-31T06:15:00Z
hydra-node-05,63.0,50.2,161.3,2025-10-31T06:20:00Z
hydra-node-05,64.7,44.1,171.1,2025-10-31T06:25:00Z
hydra-node-05,59.9,38.6,164.8,2025-10-31T06:30:00Z
hydra-node-05,64.9,52.9,176.7,2025-10-31T06:35:00Z
hydra-node-05,63.6,62.1,175.8,2025-10-31T06:40:00Z
hydra-node-05,52.2,57.7,151.0,2025-10-31T06:45:00Z
hydra-node-05,71.2,56.6,189.6,2025-10-31T06:50:00Z
hydra-node-05,55.0,58.4,148.6,2025-10-31T06:55:00Z
hydra-node-05,59.9,56.8,163.0,2025-10-31T07:00:00Z
hydra-node-05,66.2,41.0,179.9,2025-10-31T07:05:00Z
hydra-node-05,61.4,37.0,157.9,2025-10-31T07:10:00Z
hydra-node-05,81.7,55.4,195.6,2025-10-31T07:15:00Z
hydra-node-05,82.6,36.1,214.9,2025-10-31T07:20:00Z
hydra-node-05,66.2,38.4,177.4,2025-10-31T07:25:00Z
hydra-node-05,68.1,54.9,171.0,2025-10-31T07:30:00Z
hydra-node-05,58.8,41.2,147.6,2025-10-31T07:35:00Z
hydra-node-05,53.7,47.5,140.5,2025-10-31T07:40:00Z
hydra-node-05,57.0,42.8,160.6,2025-10-31T07:45:00Z
hydra-node-05,56.0,43.6,153.1,2025-10-31T07:50:00Z
hydra-node-05,55.5,40.3,154.9,2025-10-31T07:55:00Z
hydra-node-05,53.9,56.7,141.7,2025-10-31T08:00:00Z
hydra-node-05,73.7,38.9,187.5,2025-10-31T08:05:00Z
hydra-node-05,56.7,54.3,153.1,2025-10-31T08:10:00Z
hydra-node-05,64.8,55.5,179.2,2025-10-31T08:15:00Z
hydra-node-05,60.5,49.2,153.8,2025-10-31T08:20:00Z
hydra-node-05,55.1,45.1,152.6,2025-10-31T08:25:00Z
hydra-node-05,63.5,35.4,168.6,2025-10-31T08:30:00Z
hydra-node-05,59.5,35.2,153.0,2025-10-31T08:35:00Z
hydra-node-05,77.1,52.5,185.5,2025-10-31T08:40:00Z
hydra-node-05,70.2,40.3,180.9,2025-10-31T08:45:00Z
hydra-node-05,54.7,54.1,158.8,2025-10-31T08:50:00Z
hydra-node-05,50.8,39.9,142.5,2025-10-31T08:55:00Z
hydra-node-05,74.9,57.2,182.4,2025-10-31T09:00:00Z
hydra-node-05,54.8,47.0,155.0,2025-10-31T09:05:00Z
hydra-node-05,59.8,41.6,154.9,2025-10-31T09:10:00Z
hydra-node-05,53.2,51.8,156.0,2025-10-31T09:15:00Z
hydra-node-05,59.9,37.5,169.3,2025-10-31T09:20:00Z
hydra-node-05,64.1,43.2,163.7,2025-10-31T09:25:00Z
hydra-node-05,75.6,59.9,185.0,2025-10-31T09:30:00Z
hydra-node-05,60.8,57.1,153.8,2025-10-31T09:35:00Z
hydra-node-05,52.3,38.4,135.6,2025-10-31T09:40:00Z
hydra-node-05,69.2,44.4,172.5,2025-10-31T09:45:00Z
hydra-node-05,59.5,53.3,154.8,2025-10-31T09:50:00Z
hydra-node-05,57.0,46.2,151.0,2025-10-31T09:55:00Z
hydra-node-05,69.9,42.3,184.4,2025-10-31T10:00:00Z
hydra-node-05,62.6,63.5,165.4,2025-10-31T10:05:00Z
hydra-node-05,53.4,35.9,142.3,2025-10-31T10:10:00Z
hydra-node-05,66.1,38.0,170.2,2025-10-31T10:15:00Z
hydra-node-05,54.9,59.8,145.6,2025-10-31T10:20:00Z
hydra-node-05,54.5,43.5,140.7,2025-10-31T10:25:00Z
hydra-node-05,47.5,60.0,141.7,2025-10-31T10:30:00Z
hydra-node-05,77.1,54.7,188.5,2025-10-31T10:35:00Z
hydra-node-05,74.9,64.8,194.3,2025-10-31T10:40:00Z
hydra-node-05,59.4,47.1,152.1,2025-10-31T10:45:00Z
hydra-node-05,59.7,41.9,167.2,2025-10-31T10:50:00Z
hydra-node-05,74.6,57.0,184.6,2025-10-31T10:55:00Z
hydra-node-05,59.5,63.4,167.4,2025-10-31T11:00:00Z
hydra-node-05,63.0,62.3,164.7,2025-10-31T11:05:00Z
hydra-node-05,59.0,35.7,162.1,2025-10-31T11:10:00Z
hydra-node-05,56.1,52.0,154.6,2025-10-31T11:15:00Z
hydra-node-05,56.8,57.2,154.8,2025-10-31T11:20:00Z
hydra-node-05,57.1,51.1,156.1,2025-10-31T11:25:00Z
hydra-node-05,65.8,60.9,180.0,2025-10-31T11:30:00Z
hydra-node-05,61.0,50.4,152.8,2025-10-31T11:35:00Z
hydra-node-05,57.4,58.4,150.9,2025-10-31T11:40:00Z
hydra-node-05,76.1,58.1,182.7,2025-10-31T11:45:00Z
hydra-node-05,43.3,51.7,122.5,2025-10-31T11:50:00Z
hydra-node-05,69.0,49.6,174.2,2025-10-31T11:55:00Z
hydra-node-05,71.5,52.8,190.3,2025-10-31T12:00:00Z
hydra-node-05,51.3,57.8,143.7,2025-10-31T12:05:00Z
hydra-node-05,54.8,45.4,152.1,2025-10-31T12:10:00Z
hydra-node-05,51.0,37.5,133.4,2025-10-31T12:15:00Z
hydra-node-05,66.5,38.9,169.6,2025-10-31T12:20:00Z
hydra-node-05,70.8,38.8,185.1,2025-10-31T12:25:00Z
hydra-node-05,65.9,63.4,168.6,2025-10-31T12:30:00Z
hydra-node-05,67.3,49.1,173.4,2025-10-31T12:35:00Z
hydra-node-05,74.9,64.8,196.1,2025-10-31T12:40:00Z
hydra-node-05,52.5,49.2,144.9,2025-10-31T12:45:00Z
hydra-node-05,71.2,49.7,191.6,2025-10-31T12:50:00Z
hydra-node-05,64.4,53.0,160.2,2025-10-31T12:55:00Z
hydra-node-05,49.0,43.2,140.1,2025-10-31T13:00:00Z
hydra-node-05,53.7,35.5,155.3,2025-10-31T13:05:00Z
hydra-node-05,60.3,44.4,167.2,2025-10-31T13:10:00Z
hydra-node-05,53.4,37.5,142.8,2025-10-31T13:15:00Z
hydra-node-05,80.3,39.1,206.0,2025-10-31T13:20:00Z
hydra-node-05,58.4,62.8,153.6,2025-10-31T13:25:00Z
hydra-node-05,68.2,59.2,170.6,2025-10-31T13:30:00Z
hydra-node-05,75.2,52.1,199.0,2025-10-31T13:35:00Z
hydra-node-05,64.4,56.4,174.5,2025-10-31T13:40:00Z
hydra-node-05,80.3,42.2,196.2,2025-10-31T13:45:00Z
hydra-node-05,64.2,56.5,162.0,2025-10-31T13:50:00Z
hydra-node-05,75.5,38.1,189.8,2025-10-31T13:55:00Z
hydra-node-05,45.4,54.1,120.9,2025-10-31T14:00:00Z
hydra-node-05,56.3,60.1,149.3,2025-10-31T14:05:00Z
hydra-node-05,59.6,52.5,151.6,2025-10-31T14:10:00Z
hydra-node-05,72.8,42.1,184.7,2025-10-31T14:15:00Z
hydra-node-05,51.0,57.6,151.6,2025-10-31T14:20:00Z
hydra-node-05,63.3,64.4,160.3,2025-10-31T14:25:00Z
hydra-node-05,62.4,53.1,166.9,2025-10-31T14:30:00Z
hydra-node-05,61.1,45.2,166.4,2025-10-31T14:35:00Z
hydra-node-05,49.0,43.3,136.0,2025-10-31T14:40:00Z
hydra-node-05,65.5,58.6,180.2,2025-10-31T14:45:00Z
hydra-node-05,56.4,64.5,145.1,2025-10-31T14:50:00Z
hydra-node-05,75.8,54.9,192.9,2025-10-31T14:55:00Z
hydra-node-05,50.1,55.2,140.5,2025-10-31T15:00:00Z
hydra-node-05,74.3,44.8,183.3,2025-10-31T15:05:00Z
hydra-node-05,49.7,35.5,149.1,2025-10-31T15:10:00Z
hydra-node-05,64.2,52.4,175.5,2025-10-31T15:15:00Z
hydra-node-05,52.3,48.1,152.4,2025-10-31T15:20:00Z
hydra-node-05,69.6,50.9,177.5,2025-10-31T15:25:00Z
hydra-node-05,74.9,53.8,181.9,2025-10-31T15:30:00Z
hydra-node-05,61.7,64.3,160.9,2025-10-31T15:35:00Z
hydra-node-05,63.4,37.0,163.1,2025-10-31T15:40:00Z
hydra-node-05,67.6,46.4,178.6,2025-10-31T15:45:00Z
hydra-node-05,70.4,49.4,189.7,2025-10-31T15:50:00Z
hydra-node-05,68.5,61.7,182.5,2025-10-31T15:55:00Z
